T2M,PRECIP,RH2M,NDVI,yield_kg_per_ha
26.205054607663264,33.67021902378691,36.84743009437975,0.424710990647439,4500.198036401337
25.315040129612434,52.10508278911523,44.07623780049066,0.4782007894271449,4971.535787194503
24.23611341563146,67.21939008154897,51.70816160034277,0.518204373927464,5052.257353650744
25.40556395053771,51.72175252111977,42.74784926971863,0.44025120319982775,4118.767250896671
24.649826721384873,44.23173935388555,46.53967272851938,0.4866927735440217,5025.559281028717
26.213086770413938,38.88633328361306,37.69359533121187,0.427813334029383,4391.342013875815
24.452844218348847,98.17653237595655,48.38115228742566,0.4632644988659001,4385.962992758446
26.203287680565847,36.49482423830742,37.01559365043894,0.42478976774116056,4479.047410575581
25.96107849550213,40.54273455511905,42.45354781066896,0.4560534522809505,4133.654121230002
26.21609532320442,29.799993046055093,37.02576857507872,0.4268595464394076,4475.913000333054
25.559584197344602,19.77433089878465,40.85494506160674,0.44422487288111695,4392.023573587017
24.96714789701235,55.93596207059282,44.76239397021797,0.4717164164318942,4900.1616764894525
25.054729477642656,50.02899950793066,45.20113420095939,0.4825759104392676,4987.300651621436
24.777448154299794,45.571385618722076,46.06455189046135,0.4849996805745234,5012.631593955516
26.231684440585965,24.335364704253458,37.27757648543556,0.42989323463805246,4441.623349768983
26.19965931161447,44.59215601836705,39.7698376847859,0.43790308924340576,4171.0180171838765
25.274883956756536,53.56823414529585,44.51560201509711,0.48065149719287237,4967.188512989844
24.779160958570532,45.598920903157016,46.05921844250972,0.4849847086182845,5012.475121295589
27.11869142963142,30.501806886712146,31.713318750779433,0.4055136731343679,4578.9138746656745
25.17339597525603,51.936698957601315,44.83162228448623,0.481538623435934,4976.459913515485
24.16491736062364,63.62555585598187,51.90897919946099,0.518313515216012,5029.96566606176
25.01456679477219,55.711772553269384,44.710685920293656,0.4728696904850307,4908.660445641141
25.962997102074294,38.58303920761383,42.38868761693966,0.4562157770521208,4139.819899807909
24.993315643959207,49.041702005464586,45.39236882773898,0.4831127407391918,4992.911091808302
26.2225806691761,41.20335916223108,38.350480758085354,0.4307427318291865,4306.368187727544
24.582105013555324,56.941612067848446,45.26151076716365,0.4636466560722085,4841.748597607122
26.229345419424277,42.85432488032901,38.81853566005869,0.43283003494771344,4245.821227419064
24.496761569440896,95.34780243929514,48.49189900170684,0.4654517662080131,4362.80435694269
24.560397416719354,49.93359478484444,45.67803067610171,0.4655302169321626,4745.297205335567
24.55777695874094,48.73743301440732,45.75287806362494,0.46603167075275975,4732.328884003177
26.032366009322676,17.658896575703892,38.65844741514446,0.4373605381433947,4393.04266789115
24.63170569415668,86.65601033735288,48.832188615087645,0.47217254671187836,4291.645196336247
24.401737763969123,115.28502380961662,49.84561805776741,0.48320785215267,4754.65897982886
24.7501033456092,57.3857008947119,43.197582738066494,0.42528580691234025,4124.960057823976
24.874181583403065,25.099234188580077,45.63004231966209,0.4770286073707213,4653.730295615824
27.093828675578994,19.547745619676668,30.888119186544785,0.40192103924181666,4636.14355026841
25.315222631311244,52.211471937815006,44.091090510244626,0.4783022071900329,4971.125855498906
24.574481573765443,56.36259703030946,45.27574894937661,0.46283505661330554,4814.997950691585
24.590711951960753,55.35052404000318,45.402918294713324,0.4663199089873343,4863.456046000832
24.671630778159454,45.907596791387995,50.990716557679974,0.4973323291765508,4096.967712470386
24.429892304439413,44.915881786737465,48.235046940993286,0.49532515706731867,4998.669254732569
24.57065200484622,54.61451178102799,45.385131824929296,0.46356788727939624,4796.045889365626
24.8643789886555,15.712432835129562,48.94441909361588,0.4985637962704044,4312.0458829009485
26.20973595404343,32.02921411756062,36.923046950728654,0.42562199445347193,4489.900998562918
27.127360132351214,34.32107407240383,32.001034652717365,0.4067662887991458,4558.960049618605
24.417758297990307,100.43642717392605,48.29267585839205,0.4615170736259906,4404.464610721264
27.14353088586839,41.445603574958895,32.537745056061354,0.40910294052450974,4521.737826525846
26.340098293613067,33.03867993871329,35.83383384966807,0.4202205820365722,4531.872628509314
24.188916718140117,46.33743178545602,50.1539081869432,0.5052563390134309,4971.599610555556
25.684581901377864,19.215036047081433,40.27421806288078,0.4424100270892682,4392.293009603764
26.03581793842092,44.15072248101749,41.66365094522609,0.4500055381665895,4138.47156949499
25.50904740426891,24.74841525999039,41.489090752778544,0.4484194522802169,4421.854425212661
24.950681235851015,21.22064189091003,45.50292740397313,0.4789056028215707,4652.697002752
26.253537292474178,36.337593864084596,36.55351057272454,0.4229662219244251,4510.586086406731
25.27843384570137,30.765493033455225,41.09707369603936,0.45785836277539965,5053.760095959007
25.2404284503961,27.57134346377627,40.83037127095535,0.45561844667254287,5067.051342401568
24.236110309493338,46.05902993256304,49.77811097488694,0.5033113779092084,4976.901034425858
25.52302449010834,19.79590968080797,41.26506043916309,0.44649194395391334,4376.08839561887
23.881225755103262,48.15254548567747,52.60401640648338,0.5179370216668935,4937.035590964189
24.791562541106064,56.76610359748073,44.95386143947809,0.46744600854297513,4868.691957099886
24.577877660316314,57.72308520164193,45.192057549137814,0.46233367068331394,4831.086844501062
27.133514198701274,37.032439824477365,32.20528929239379,0.40765554295416095,4544.794474070977
24.576925355934222,57.478111505126634,45.20594790218723,0.4623674116766813,4827.091925367831
25.251413493244076,24.751126141190525,42.16557284296064,0.44486284103644935,4337.403381653745
26.202064844284642,36.19638590650623,36.930985276924545,0.42441245447909337,4489.992237371206
24.6742965588206,42.72387025488932,44.25225935000762,0.4383808797989115,4173.583687474905
26.2495486278972,18.073230556760386,37.56613314755882,0.4333696581518458,4402.329480493313
25.28500700020443,34.597305648923665,41.63202299589455,0.4615111212382339,5038.995606705486
26.21073060078882,44.62198510395144,39.6418666244861,0.4370852877984185,4173.21728545744
24.416338816541796,110.61959180998274,50.35733554470329,0.4931527065442245,4863.565389801725
26.230902938662204,43.234443993785746,38.92630083800083,0.4333106165868307,4231.880867166474
24.714126441870313,58.18199533659165,50.28870902068841,0.4903375567260002,4142.829697390338
26.22149668353493,27.906593565893708,37.113015673462904,0.42791066708275444,4464.032227754928
25.54040339222551,19.86015427960273,40.94405718951427,0.4445033596239246,4391.982228829774
27.124615849117685,33.11199455487405,31.909951367105926,0.4063697436322369,4565.27690570324
26.065220443409544,44.22994088312849,41.323792625240976,0.4478336672410565,4144.3122620617205
24.575080069400727,56.63579263374981,45.25865429068938,0.46272052780750245,4817.959831316407
24.59023435478352,39.49558108202309,46.10186051583814,0.47006167824953615,4657.5656155897905
24.3398843796055,106.55427642067303,48.223379260727256,0.4594322354184081,4472.78567950308
26.203051603749643,34.37235447425681,36.81507597082155,0.4243212001810596,4504.603821706275
24.56888433094076,53.807620784977225,45.43562138626041,0.4639061513694008,4787.297890578494
25.166169455620977,51.82052440279354,44.85412471923812,0.481601791853706,4977.12008979402
25.979144736952,22.089587448337777,41.84280252427297,0.45758195664020884,4191.713155391005
27.108489420028484,26.006993560649644,31.37471210000737,0.4040394967259797,4602.397101778848
25.940176410288743,16.578953986603317,41.611846692319205,0.4569466645924608,4226.197717476651
24.418022856029758,101.13202941673292,50.58768802779996,0.5000639693786617,4932.4963925567645
25.79250938015124,18.732120911142673,39.77279764629902,0.4408430244615672,4392.525650276673
25.972078216910408,29.30744370373948,42.08169249032382,0.4569840898000953,4169.003654378705
25.81734980484181,17.526157460151897,41.50973862034292,0.45386836677143333,4270.331670345394
25.6373519850341,19.426363521147785,40.49364359377769,0.44309575980403104,4392.191204209583
24.39903935771621,114.9041375640323,49.77484651699092,0.48217062074613165,4742.362018491104
26.045485909875786,44.176770644281326,41.551900584582086,0.4492913954049494,4140.3920741946295
25.63649352072576,19.43020466904517,40.497631934244836,0.44310822387566734,4392.189353765964
26.211051782582594,44.6228504556791,39.638154141319006,0.4370615631055745,4173.281086964018
25.783436599151706,46.39682194752505,42.62340665050067,0.45087238720368017,4121.63922734293
24.567301307583485,42.27218618853316,46.23940382929704,0.47267200825487155,4738.548119400761
25.46904239346667,52.19050721581212,43.73638496555869,0.47354427774339497,4799.681258306046
24.621201034946345,31.341527863941977,51.82379119948402,0.5056330485373648,4042.5431448605495
26.233134376502708,23.827102388273225,37.300997011717484,0.43017539644181324,4438.4340867267865
26.205797057383506,37.10724819303608,37.18921811214302,0.4255640505845611,4456.587580869584
24.631437050830556,47.822037812696045,46.07201051649127,0.4789688306066417,4966.168292841978
24.60773747107824,52.203167993095995,45.68263873074375,0.47160791227821924,4906.395888278067
24.691482332975692,36.10226022546185,44.46921587519203,0.4435604487071798,4203.541165936897
26.20953055414832,38.01842376363376,37.44753976455622,0.4267160427726396,4423.171435093646
25.291177182302086,53.83016635052426,44.46486704677875,0.48050907493013867,4965.700050832514
25.96272362231859,38.86237579108191,42.39793284219495,0.45619263914599234,4138.9410246681755
25.315721324564368,52.50218457779235,44.13167613872425,0.4785793353177611,4970.00570060629
24.93994334986665,14.324038300799288,48.003736935453546,0.4950359856558322,4395.505126953637
24.20595344045603,46.23692968498068,50.01824670059903,0.504554214820341,4973.513406131767
24.634511327884002,35.18605754070668,51.60391168364973,0.5034421786410255,4056.9078211753
25.283400982833875,54.44076437490908,44.41753504006739,0.4794080013343847,4956.842917447836
24.58659212302476,21.345129618894322,52.39551346228564,0.511329664203842,4005.1926658224256
24.69764721725107,44.28849443416005,46.313041546584,0.48569723613164606,5019.9217818059515
24.472174282740397,96.93147705129985,48.42989705606439,0.46422721673283074,4375.769802358579
25.2528925490878,54.58500372586294,44.45080303425917,0.47866600633442963,4951.374968004964
26.12680393686522,44.395863682898785,40.61195998945846,0.443284687520421,4156.545582066225
26.14047896555094,44.43270795591988,40.45389276774807,0.44227455599523835,4159.262073005531
24.623773278689256,43.12867116316552,46.374748732379786,0.48137073803521957,4923.71906868698
25.974015430186014,27.328743172631643,42.01620328051205,0.45714798880171076,4175.229228860131
26.292267270720554,33.90700826004958,36.14874259031859,0.421386347274152,4525.190728253033
25.983096128832045,18.053572771942353,41.70922222357034,0.4579162663376931,4204.411645931138
26.21453780938772,30.345965851132977,37.00061036439005,0.42655644965917905,4479.338890536857
